0.09,0.18
0.06,0.12
0.08,0.16
0.11,0.22
0.17,0.34
0.255,0.51
0.35,0.7
0.425,0.85
0.47,0.94
0.465,0.93
0.405,0.81
0.3,0.6
0.165,0.33
0.025,0.05
-0.105,-0.21
-0.205,-0.41
-0.26,-0.52
-0.275,-0.55
-0.26,-0.52
-0.225,-0.45
-0.195,-0.39
-0.18,-0.36
-0.18,-0.36
-0.205,-0.41
-0.24,-0.48
-0.27,-0.54
-0.295,-0.59
-0.295,-0.59
-0.28,-0.56
-0.245,-0.49
-0.205,-0.41
-0.165,-0.33
-0.135,-0.27
-0.125,-0.25
-0.135,-0.27
-0.155,-0.31
-0.18,-0.36
-0.2,-0.4
-0.215,-0.43
-0.22,-0.44
-0.215,-0.43
-0.205,-0.41
-0.19,-0.38
-0.185,-0.37
-0.185,-0.37
-0.19,-0.38
-0.2,-0.4
-0.21,-0.42
-0.215,-0.43
-0.215,-0.43
-0.2,-0.4
-0.185,-0.37
-0.16,-0.32
-0.145,-0.29
-0.13,-0.26
-0.13,-0.26
-0.135,-0.27
-0.15,-0.3
-0.17,-0.34
-0.19,-0.38
-0.205,-0.41
-0.205,-0.41
-0.2,-0.4
-0.185,-0.37
-0.165,-0.33
-0.14,-0.28
-0.125,-0.25
-0.11,-0.22
-0.11,-0.22
-0.125,-0.25
-0.145,-0.29
-0.17,-0.34
-0.2,-0.4
-0.225,-0.45
-0.24,-0.48
-0.245,-0.49
-0.235,-0.47
-0.215,-0.43
-0.19,-0.38
-0.16,-0.32
-0.13,-0.26
-0.11,-0.22
-0.1,-0.2
-0.1,-0.2
-0.105,-0.21
-0.115,-0.23
-0.125,-0.25
-0.13,-0.26
-0.13,-0.26
-0.12,-0.24
-0.1,-0.2
-0.08,-0.16
-0.065,-0.13
-0.05,-0.1
-0.05,-0.1
-0.05,-0.1
-0.065,-0.13
-0.08,-0.16
-0.1,-0.2
-0.11,-0.22
-0.12,-0.24
-0.125,-0.25
-0.12,-0.24
-0.11,-0.22
-0.1,-0.2
-0.085,-0.17
-0.075,-0.15
-0.07,-0.14
-0.06,-0.12
-0.055,-0.11
-0.045,-0.09
-0.04,-0.08
-0.03,-0.06
-0.02,-0.04
-0.015,-0.03
-0.01,-0.02
-0.015,-0.03
-0.02,-0.04
-0.025,-0.05
-0.03,-0.06
-0.035,-0.07
-0.04,-0.08
-0.035,-0.07
-0.025,-0.05
-0.015,-0.03
-0.005,-0.01
0.005,0.01
0.01,0.02
0.015,0.03
0.02,0.04
0.025,0.05
0.03,0.06
0.035,0.07
0.045,0.09
0.055,0.11
0.065,0.13
0.07,0.14
0.065,0.13
0.05,0.1
0.03,0.06
0.01,0.02
-0.015,-0.03
-0.035,-0.07
-0.045,-0.09
-0.045,-0.09
-0.045,-0.09
-0.04,-0.08
-0.035,-0.07
-0.035,-0.07
-0.04,-0.08
-0.06,-0.12
-0.085,-0.17
-0.11,-0.22
-0.135,-0.27
-0.15,-0.3
-0.16,-0.32
-0.16,-0.32
-0.15,-0.3
-0.135,-0.27
-0.12,-0.24
-0.11,-0.22
-0.11,-0.22
-0.115,-0.23
-0.125,-0.25
-0.14,-0.28
-0.15,-0.3
-0.155,-0.31
-0.15,-0.3
-0.14,-0.28
-0.125,-0.25
-0.11,-0.22
-0.095,-0.19
-0.085,-0.17
-0.085,-0.17
-0.095,-0.19
-0.11,-0.22
-0.13,-0.26
-0.145,-0.29
-0.155,-0.31
-0.16,-0.32
-0.16,-0.32
-0.145,-0.29
-0.13,-0.26
-0.115,-0.23
-0.1,-0.2
-0.095,-0.19
-0.095,-0.19
-0.105,-0.21
-0.12,-0.24
-0.14,-0.28
-0.155,-0.31
-0.165,-0.33
-0.165,-0.33
-0.155,-0.31
-0.14,-0.28
-0.12,-0.24
-0.1,-0.2
-0.08,-0.16
-0.07,-0.14
-0.065,-0.13
-0.07,-0.14
-0.075,-0.15
-0.085,-0.17
-0.09,-0.18
-0.095,-0.19
-0.095,-0.19
-0.095,-0.19
-0.095,-0.19
-0.1,-0.2
-0.1,-0.2
-0.105,-0.21
-0.11,-0.22
-0.11,-0.22
-0.105,-0.21
-0.1,-0.2
-0.09,-0.18
-0.08,-0.16
-0.07,-0.14
-0.065,-0.13
-0.065,-0.13
-0.07,-0.14
-0.08,-0.16
-0.095,-0.19
-0.11,-0.22
-0.12,-0.24
-0.125,-0.25
-0.125,-0.25
-0.12,-0.24
-0.12,-0.24
-0.115,-0.23
-0.12,-0.24
-0.125,-0.25
-0.13,-0.26
-0.135,-0.27
-0.14,-0.28
-0.14,-0.28
-0.135,-0.27
-0.13,-0.26
-0.12,-0.24
-0.11,-0.22
-0.105,-0.21
-0.1,-0.2
-0.105,-0.21
-0.105,-0.21
-0.11,-0.22
-0.11,-0.22
-0.11,-0.22
-0.105,-0.21
-0.095,-0.19
-0.085,-0.17
-0.075,-0.15
-0.06,-0.12
-0.055,-0.11
-0.05,-0.1
-0.05,-0.1
-0.055,-0.11
-0.065,-0.13
-0.075,-0.15
-0.09,-0.18
-0.1,-0.2
-0.11,-0.22
-0.115,-0.23
-0.115,-0.23
-0.11,-0.22
-0.105,-0.21
-0.095,-0.19
-0.09,-0.18
-0.08,-0.16
-0.075,-0.15
-0.075,-0.15
-0.075,-0.15
-0.085,-0.17
-0.09,-0.18
-0.1,-0.2
-0.11,-0.22
-0.115,-0.23
-0.12,-0.24
-0.125,-0.25
-0.125,-0.25
-0.125,-0.25
-0.125,-0.25
-0.12,-0.24
-0.11,-0.22
-0.1,-0.2
-0.09,-0.18
-0.08,-0.16
-0.07,-0.14
-0.07,-0.14
-0.07,-0.14
-0.085,-0.17
-0.1,-0.2
-0.125,-0.25
-0.14,-0.28
-0.155,-0.31
-0.16,-0.32
-0.15,-0.3
-0.13,-0.26
-0.105,-0.21
-0.075,-0.15
-0.05,-0.1
-0.035,-0.07
-0.03,-0.06
-0.035,-0.07
-0.045,-0.09
-0.055,-0.11
-0.065,-0.13
-0.07,-0.14
-0.07,-0.14
-0.06,-0.12
-0.05,-0.1
-0.045,-0.09
-0.035,-0.07
-0.035,-0.07
-0.04,-0.08
-0.05,-0.1
-0.06,-0.12
-0.065,-0.13
-0.06,-0.12
-0.055,-0.11
-0.045,-0.09
-0.03,-0.06
-0.02,-0.04
-0.01,-0.02
-0.01,-0.02
-0.015,-0.03
-0.03,-0.06
-0.04,-0.08
-0.055,-0.11
-0.065,-0.13
-0.07,-0.14
-0.075,-0.15
-0.075,-0.15
-0.08,-0.16
-0.09,-0.18
-0.1,-0.2
-0.115,-0.23
-0.135,-0.27
-0.145,-0.29
-0.155,-0.31
-0.15,-0.3
-0.14,-0.28
-0.125,-0.25
-0.11,-0.22
-0.095,-0.19
-0.085,-0.17
-0.085,-0.17
-0.09,-0.18
-0.105,-0.21
-0.115,-0.23
-0.12,-0.24
-0.115,-0.23
-0.105,-0.21
-0.08,-0.16
-0.05,-0.1
-0.025,-0.05
-0.01,-0.02
0.0,0.0
-0.01,-0.02
-0.02,-0.04
-0.03,-0.06
-0.03,-0.06
-0.005,-0.01
0.045,0.09
0.13,0.26
0.24,0.48
0.365,0.73
0.485,0.97
0.585,1.17
0.65,1.3
0.67,1.34
0.64,1.28
0.565,1.13
0.455,0.91
0.335,0.67
0.21,0.42
0.1,0.2
0.015,0.03
-0.045,-0.09
-0.08,-0.16
-0.095,-0.19
-0.095,-0.19
-0.095,-0.19
-0.095,-0.19
-0.095,-0.19
-0.1,-0.2
-0.105,-0.21
-0.11,-0.22
-0.11,-0.22
-0.105,-0.21
-0.095,-0.19
-0.085,-0.17
-0.08,-0.16
-0.075,-0.15
